Joukovsky f=14,5% t=14,5%
0.99991126	0.00005792
0.99889480	0.00073437
0.99746074	0.00169755
0.99578628	0.00282965
0.99387217	0.00412981
0.99171920	0.00559704
0.98932820	0.00723009
0.98669994	0.00902737
0.98383517	0.01098699
0.98073458	0.01310674
0.97739885	0.01538406
0.97382860	0.01781609
0.97002442	0.02039962
0.96598688	0.02313114
0.96171652	0.02600682
0.95721385	0.02902252
0.95247941	0.03217379
0.94751370	0.03545589
0.94231724	0.03886377
0.93689057	0.04239210
0.93123426	0.04603529
0.92534891	0.04978743
0.91923516	0.05364241
0.91289373	0.05759380
0.90632540	0.06163497
0.89953102	0.06575904
0.89251156	0.06995891
0.88526806	0.07422724
0.87780173	0.07855652
0.87011387	0.08293904
0.86220594	0.08736689
0.85407956	0.09183203
0.84573651	0.09632625
0.83717876	0.10084120
0.82840848	0.10536842
0.81942802	0.10989934
0.81023997	0.11442529
0.80084715	0.11893757
0.79125258	0.12342736
0.78145959	0.12788586
0.77147170	0.13230422
0.76129272	0.13667359
0.75092676	0.14098517
0.74037817	0.14523016
0.72965159	0.14939982
0.71875196	0.15348554
0.70768450	0.15747876
0.69645474	0.16137103
0.68506849	0.16515408
0.67353187	0.16881977
0.66185129	0.17236017
0.65003345	0.17576753
0.63808535	0.17903432
0.62601428	0.18215325
0.61382781	0.18511732
0.60153377	0.18791978
0.58914028	0.19055418
0.57665571	0.19301443
0.56408869	0.19529472
0.55144806	0.19738963
0.53874291	0.19929410
0.52598255	0.20100346
0.51317646	0.20251344
0.50033433	0.20382016
0.48746600	0.20492021
0.47458147	0.20581057
0.46169086	0.20648872
0.44880442	0.20695256
0.43593248	0.20720048
0.42308545	0.20723131
0.41027380	0.20704439
0.39750802	0.20663952
0.38479862	0.20601699
0.37215611	0.20517759
0.35959097	0.20412257
0.34711361	0.20285371
0.33473439	0.20137321
0.32246356	0.19968380
0.31031127	0.19778863
0.29828754	0.19569135
0.28640222	0.19339605
0.27466501	0.19090727
0.26308539	0.18823000
0.25167265	0.18536963
0.24043586	0.18233195
0.22938384	0.17912317
0.21852514	0.17574985
0.20786807	0.17221894
0.19742062	0.16853772
0.18719050	0.16471381
0.17718512	0.16075514
0.16741157	0.15666990
0.15787661	0.15246658
0.14858667	0.14815392
0.13954784	0.14374087
0.13076587	0.13923662
0.12224618	0.13465053
0.11399382	0.12999214
0.10601351	0.12527115
0.09830960	0.12049741
0.09088613	0.11568084
0.08374676	0.11083152
0.07689484	0.10595960
0.07033337	0.10107529
0.06406502	0.09618888
0.05809212	0.09131075
0.05241668	0.08645129
0.04704039	0.08162099
0.04196462	0.07683035
0.03719039	0.07208999
0.03271837	0.06741061
0.02854886	0.06280304
0.02468181	0.05827822
0.02111666	0.05384732
0.01785234	0.04952179
0.01488720	0.04531332
0.01221876	0.04123410
0.00984363	0.03729674
0.00775714	0.03351446
0.00595305	0.02990111
0.00442312	0.02647124
0.00315656	0.02324002
0.00213941	0.02022316
0.00135401	0.01743656
0.00077860	0.01489579
0.00038695	0.01261549
0.00014893	0.01060850
0.00003139	0.00888515
-0.00000013	0.00745274
0.00002903	0.00611368
0.00014541	0.00450315
0.00040337	0.00263169
0.00087339	0.00052096
0.00164209	-0.00178887
0.00280643	-0.00423026
0.00445766	-0.00670345
0.00665674	-0.00908467
0.00941488	-0.01125180
0.01269583	-0.01311416
0.01643824	-0.01462509
0.02057858	-0.01577475
0.02506337	-0.01657534
0.02985190	-0.01704862
0.03491443	-0.01721879
0.04022944	-0.01710917
0.04578130	-0.01674107
0.05155840	-0.01613341
0.05755196	-0.01530309
0.06375514	-0.01426518
0.07016250	-0.01303335
0.07676955	-0.01162007
0.08357252	-0.01003686
0.09056813	-0.00829457
0.09775347	-0.00640343
0.10512590	-0.00437324
0.11268294	-0.00221347
0.12042226	0.00006670
0.12834158	0.00245832
0.13643865	0.00495259
0.14471126	0.00754081
0.15315714	0.01021443
0.16177399	0.01296494
0.17055945	0.01578393
0.17951106	0.01866303
0.18862629	0.02159392
0.19790246	0.02456834
0.20733680	0.02757807
0.21692639	0.03061494
0.22666814	0.03367085
0.23655884	0.03673775
0.24659510	0.03980766
0.25677334	0.04287267
0.26708982	0.04592498
0.27754059	0.04895688
0.28812155	0.05196077
0.29882835	0.05492917
0.30965647	0.05785473
0.32060120	0.06073025
0.33165760	0.06354869
0.34282054	0.06630320
0.35408467	0.06898709
0.36544446	0.07159390
0.37689416	0.07411735
0.38842782	0.07655142
0.40003932	0.07889032
0.41172233	0.08112852
0.42347033	0.08326074
0.43527665	0.08528199
0.44713442	0.08718756
0.45903664	0.08897303
0.47097612	0.09063435
0.48294557	0.09216775
0.49493753	0.09356982
0.50694444	0.09483744
0.51895865	0.09596784
0.53097236	0.09695867
0.54297774	0.09780793
0.55496687	0.09851395
0.56693177	0.09907540
0.57886443	0.09949139
0.59075681	0.09976144
0.60260086	0.09988537
0.61438852	0.09986335
0.62611177	0.09969604
0.63776262	0.09938446
0.64933312	0.09892990
0.66081539	0.09833408
0.67220163	0.09759915
0.68348414	0.09672756
0.69465532	0.09572204
0.70570769	0.09458580
0.71663392	0.09332235
0.72742682	0.09193546
0.73807935	0.09042923
0.74858467	0.08880816
0.75893613	0.08707698
0.76912723	0.08524061
0.77915171	0.08330437
0.78900353	0.08127382
0.79867687	0.07915467
0.80816611	0.07695288
0.81746590	0.07467466
0.82657114	0.07232640
0.83547695	0.06991461
0.84417869	0.06744597
0.85267203	0.06492733
0.86095286	0.06236565
0.86901732	0.05976799
0.87686183	0.05714144
0.88448304	0.05449322
0.89187788	0.05183057
0.89904353	0.04916079
0.90597742	0.04649116
0.91267721	0.04382896
0.91914082	0.04118145
0.92536639	0.03855585
0.93135229	0.03595933
0.93709714	0.03339898
0.94259973	0.03088182
0.94785909	0.02841475
0.95287444	0.02600457
0.95764519	0.02365793
0.96217093	0.02138133
0.96645140	0.01918115
0.97048653	0.01706354
